customer_id,age,customer_segment,product_category,payment_type,average_order_value,discount_percentage,customer_tenure_days,return_rate,purchase_frequency,engagement_score,support_ticket_rate,churn
655,49.0,Regular,Clothing,Credit Card,25146.0,25.24,1594,0.7906976744186046,0.026976160602258468,0.31654676258992803,0.3953488372093023,0
656,20.0,Premium,Groceries,Net Banking,16070.68,18.82,1380,0.1724137931034483,0.021014492753623187,0.0423728813559322,0.034482758620689655,0
657,67.0,Premium,Groceries,Cash,7157.17,35.79,1034,0.6428571428571429,0.027079303675048357,0.784,0.10714285714285714,0
658,60.0,Inactive,Furniture,Debit Card,23756.01,28.11,1043,0.6756756756756757,0.03547459252157239,1.6049382716049383,0.02702702702702703,0
659,55.0,Inactive,Sports,Credit Card,38440.3,14.22,1744,0.043478260869565216,0.013188073394495414,0.25,0.782608695652174,0
660,41.0,Inactive,Electronics,Upi,44621.47,17.06,749,0.4489795918367347,0.06542056074766354,2.2,0.22448979591836735,0
661,21.0,Regular,Clothing,Upi,15948.93,4.25,377,0.16666666666666666,0.11140583554376658,0.04815864022662889,0.21428571428571427,0
662,19.0,Regular,Electronics,Net Banking,33059.51,21.12,1234,0.0,0.024311183144246355,0.4090909090909091,0.26666666666666666,0
663,19.0,New,Furniture,Net Banking,16459.86,4.89,1059,0.4,0.023607176581680833,0.10358565737051793,0.24,1
664,69.0,Premium,Furniture,Debit Card,18485.05,21.8,618,0.85,0.032362459546925564,0.6392156862745098,0.1,0
665,34.0,Regular,Furniture,Cash,40327.85,31.23,719,0.11538461538461539,0.03616133518776078,3.8333333333333335,0.6923076923076923,0
666,35.0,Inactive,Books,Debit Card,24025.78,10.49,916,0.9411764705882353,0.03711790393013101,4.175,0.2647058823529412,0
667,60.0,Regular,Clothing,Credit Card,20413.9,31.25,1315,0.18518518518518517,0.02053231939163498,0.7381974248927039,0.6296296296296297,0
668,63.0,Premium,Furniture,Cash,11041.16,48.11,1518,0.84375,0.021080368906455864,0.2875,0.625,0
669,58.0,New,Clothing,Upi,23393.09,12.02,682,0.0,0.03812316715542522,0.5584045584045584,0.34615384615384615,0
670,22.0,New,Clothing,Credit Card,32479.11,12.82,337,0.3684210526315789,0.05637982195845697,0.19805194805194806,0.631578947368421,1
671,30.0,Regular,Books,Debit Card,23475.91,27.99,356,0.05,0.056179775280898875,0.48660714285714285,1.0,0
672,35.0,Premium,Clothing,Credit Card,33104.2,8.8,1790,0.0,0.01005586592178771,8.409090909090908,0.8333333333333334,0
673,23.0,Inactive,Clothing,Credit Card,45078.46,20.35,513,0.6,0.009746588693957114,0.9197860962566845,0.4,0
674,25.0,New,Electronics,Debit Card,33378.75,29.02,1258,0.14705882352941177,0.02702702702702703,0.241635687732342,0.4411764705882353,0
675,25.0,Regular,Books,Credit Card,36993.2,40.29,388,0.23684210526315788,0.0979381443298969,0.9008264462809917,0.15789473684210525,0
676,31.0,New,Groceries,Net Banking,43213.55,2.8,897,0.5882352941176471,0.0189520624303233,0.35036496350364965,0.17647058823529413,1
677,48.0,Regular,Books,Credit Card,18468.4,35.78,1753,0.9,0.005704506560182544,0.0379746835443038,2.0,0
678,65.0,Inactive,Clothing,Debit Card,27860.03,15.46,1786,1.0,0.009518477043673012,0.2590529247910863,0.17647058823529413,1
679,46.0,Premium,Groceries,Net Banking,15393.96,46.82,1323,0.29411764705882354,0.012849584278155708,3.727272727272727,0.35294117647058826,0
680,38.0,Premium,Clothing,Upi,41248.29,47.02,1499,1.0,0.004002668445630421,0.78099173553719,2.1666666666666665,0
681,45.0,Premium,Sports,Net Banking,25563.56,17.59,1453,0.5882352941176471,0.01169993117687543,0.6051779935275081,1.0,0
682,19.0,Inactive,Sports,Cash,31692.74,39.55,655,0.25,0.0183206106870229,0.014285714285714285,1.0,0
683,38.0,Premium,Electronics,Cash,12855.38,35.68,870,0.8181818181818182,0.01264367816091954,0.5885885885885885,0.36363636363636365,0
684,68.0,New,Groceries,Credit Card,7108.74,8.67,878,0.25,0.05466970387243736,0.27631578947368424,0.1875,0
685,41.0,New,Groceries,Credit Card,11612.11,47.41,977,0.3783783783783784,0.037871033776867964,0.5804195804195804,0.5135135135135135,0
686,30.0,Premium,Electronics,Cash,31091.2,30.02,270,0.19230769230769232,0.0962962962962963,0.2987012987012987,0.4230769230769231,0
687,18.0,New,Books,Debit Card,41449.24,24.71,619,0.2,0.048465266558966075,1.5913043478260869,0.2,0
688,65.0,New,Electronics,Credit Card,42888.72,30.0,866,0.4642857142857143,0.03233256351039261,1.289655172413793,0.21428571428571427,0
689,68.0,Premium,Clothing,Credit Card,12156.54,22.55,51,0.8235294117647058,0.3333333333333333,0.7421875,1.0588235294117647,0
690,48.0,Regular,Sports,Credit Card,34499.2,35.67,225,0.3076923076923077,0.11555555555555555,0.3002754820936639,0.7307692307692307,0
691,53.0,Premium,Groceries,Credit Card,23811.15,17.72,549,0.0625,0.029143897996357013,0.5530546623794212,1.1875,0
692,50.0,Regular,Groceries,Debit Card,18859.61,48.4,377,0.2558139534883721,0.11405835543766578,0.03832752613240418,0.4186046511627907,0
693,50.0,Regular,Groceries,Upi,4937.58,35.51,120,0.1111111111111111,0.075,0.16666666666666666,0.8888888888888888,1
694,26.0,Regular,Sports,Upi,46348.73,14.15,922,0.6666666666666666,0.026030368763557483,1.162962962962963,0.3333333333333333,0
695,28.0,New,Books,Credit Card,28005.9,46.14,141,0.3,0.07092198581560284,0.34662576687116564,0.1,0
696,32.0,Premium,Groceries,Upi,8595.97,23.36,1482,0.8235294117647058,0.011470985155195682,2.1166666666666667,0.058823529411764705,0
697,53.0,New,Groceries,Debit Card,42369.0,43.34,399,0.375,0.020050125313283207,1.40625,0.25,0
698,28.0,Regular,Furniture,Upi,29491.03,29.18,187,0.2558139534883721,0.22994652406417113,45.0,0.4186046511627907,0
699,33.0,Inactive,Electronics,Cash,1785.13,34.07,247,0.5,0.08906882591093117,0.09169054441260745,0.5454545454545454,1
700,38.0,Premium,Electronics,Cash,41619.61,32.98,41,0.6333333333333333,0.7317073170731707,0.6909871244635193,0.26666666666666666,0
701,39.0,Inactive,Furniture,Credit Card,16583.32,36.58,1671,0.9310344827586207,0.017354877318970677,0.11643835616438356,0.20689655172413793,0
702,59.0,Regular,Books,Debit Card,37318.1,27.36,394,0.75,0.01015228426395939,0.31715210355987056,0.5,1
703,33.0,Premium,Electronics,Credit Card,8565.56,38.97,641,0.14285714285714285,0.0218408736349454,1.1369863013698631,1.4285714285714286,0
704,49.0,Regular,Sports,Net Banking,6998.69,33.28,824,0.7948717948717948,0.04733009708737864,0.6984126984126984,0.15384615384615385,0
705,48.0,Inactive,Furniture,Cash,4966.01,21.13,902,0.4642857142857143,0.031042128603104215,0.8359788359788359,0.17857142857142858,0
706,44.0,New,Groceries,Cash,33983.78,32.38,1104,0.6666666666666666,0.02717391304347826,1.5875,0.5333333333333333,0
707,23.0,New,Groceries,Debit Card,45406.78,23.88,1101,1.0,0.005449591280653951,0.42857142857142855,1.5,0
708,45.0,Inactive,Electronics,Credit Card,4288.36,2.25,981,0.7222222222222222,0.03669724770642202,2.3392857142857144,0.3611111111111111,0
709,60.0,Regular,Groceries,Credit Card,29485.61,38.43,1756,0.29411764705882354,0.00968109339407745,3.3333333333333335,0.8235294117647058,0
710,43.0,Premium,Groceries,Debit Card,15233.55,29.36,729,0.8478260869565217,0.06310013717421124,0.8326180257510729,0.30434782608695654,0
711,69.0,Regular,Electronics,Credit Card,37477.95,30.2,41,0.6666666666666666,0.14634146341463414,0.08115942028985507,2.1666666666666665,1
712,43.0,Premium,Electronics,Debit Card,24117.43,34.59,1296,0.7380952380952381,0.032407407407407406,0.5667655786350149,0.4523809523809524,0
713,70.0,Inactive,Sports,Credit Card,20052.36,15.13,1701,0.2727272727272727,0.02586713697824809,0.5384615384615384,0.0,0
714,19.0,Premium,Clothing,Credit Card,32606.85,32.49,646,0.3870967741935484,0.047987616099071206,0.71875,0.5483870967741935,0
715,67.0,Premium,Groceries,Net Banking,1579.93,8.31,70,0.5357142857142857,0.4,2.4050632911392404,0.5,0
716,46.0,Regular,Clothing,Cash,28686.81,41.69,1765,0.15789473684210525,0.01076487252124646,3.185185185185185,0.0,0
717,63.0,New,Books,Upi,36985.38,29.79,1025,0.96875,0.03121951219512195,0.2640845070422535,0.03125,0
718,50.0,Inactive,Sports,Net Banking,11979.34,3.04,160,0.625,0.2,10.9,0.5625,0
719,35.0,New,Electronics,Credit Card,31323.49,32.31,619,0.03125,0.051696284329563816,0.7782608695652173,0.40625,0
720,64.0,New,Groceries,Cash,11989.1,10.99,989,0.9310344827586207,0.029322548028311426,0.24786324786324787,0.6551724137931034,0
721,26.0,New,Groceries,Debit Card,32798.76,18.01,1444,0.29545454545454547,0.030470914127423823,0.17355371900826447,0.4318181818181818,0
722,65.0,Inactive,Groceries,Debit Card,9077.91,7.82,510,0.7777777777777778,0.01764705882352941,0.10317460317460317,1.4444444444444444,1
723,31.0,Premium,Electronics,Credit Card,44104.85,17.85,721,0.043478260869565216,0.0319001386962552,0.5487804878048781,0.6956521739130435,0
724,45.0,Inactive,Clothing,Debit Card,28318.08,24.32,339,1.0,0.02359882005899705,0.52,0.125,0
725,62.0,Inactive,Sports,Cash,25545.48,46.33,1278,0.14285714285714285,0.005477308294209703,0.5244444444444445,0.42857142857142855,0
726,68.0,New,Electronics,Net Banking,5717.85,31.5,1590,0.5454545454545454,0.020754716981132074,0.8773584905660378,0.15151515151515152,0
727,50.0,Premium,Electronics,Credit Card,18504.98,40.96,532,0.6190476190476191,0.07894736842105263,0.8253968253968254,0.3333333333333333,0
728,69.0,Regular,Clothing,Credit Card,8977.46,13.3,1572,0.45454545454545453,0.02099236641221374,0.43661971830985913,0.6060606060606061,0
729,66.0,New,Books,Credit Card,7330.72,100.0,936,0.7333333333333333,0.016025641025641024,0.5619047619047619,1.0666666666666667,0
730,27.0,New,Electronics,Credit Card,17246.03,20.08,1382,0.5,0.004341534008683068,1.3176470588235294,0.16666666666666666,0
731,59.0,Inactive,Electronics,Cash,49012.33,39.95,1465,0.6097560975609756,0.027986348122866895,0.2846441947565543,0.3170731707317073,0
732,53.0,Regular,Groceries,Cash,41436.68,45.01,450,1.0,0.0022222222222222222,0.12140575079872204,12.0,1
733,52.0,Regular,Books,Upi,20523.03,9.86,828,0.8095238095238095,0.050724637681159424,0.14193548387096774,0.023809523809523808,0
734,64.0,New,Furniture,Credit Card,11079.86,25.58,87,0.2631578947368421,0.21839080459770116,0.8375,0.5263157894736842,0
735,68.0,Inactive,Clothing,Upi,41695.33,15.2,561,0.0625,0.0285204991087344,0.5990783410138248,0.1875,0
736,58.0,Regular,Electronics,Net Banking,37949.72,47.07,724,0.0,0.0055248618784530384,0.3347826086956522,4.5,1
737,33.0,Inactive,Sports,Cash,33443.27,42.22,1637,0.43902439024390244,0.02504581551618815,0.75,0.21951219512195122,0
738,70.0,Inactive,Electronics,Debit Card,19194.45,36.88,1715,0.8043478260869565,0.026822157434402333,1.5555555555555556,0.34782608695652173,0
739,67.0,New,Electronics,Credit Card,35726.2,41.42,1005,0.6,0.009950248756218905,0.5714285714285714,0.1,0
740,31.0,Premium,Groceries,Cash,26549.65,29.41,1051,0.36363636363636365,0.04186489058039962,0.7518796992481203,0.2727272727272727,0
741,58.0,New,Sports,Net Banking,36719.99,20.85,1486,0.25,0.021534320323014805,0.44047619047619047,0.5,0
742,47.0,New,Books,Credit Card,6343.88,10.63,1262,0.6764705882352942,0.02694136291600634,0.037037037037037035,0.14705882352941177,0
743,44.0,Premium,Groceries,Debit Card,14834.73,26.14,632,0.6216216216216216,0.058544303797468354,7.39344262295082,0.24324324324324326,0
744,49.0,Premium,Electronics,Net Banking,21376.97,46.84,34,0.2894736842105263,1.1176470588235294,0.46496815286624205,0.15789473684210525,0
745,44.0,Regular,Electronics,Net Banking,21169.97,28.65,1738,1.0,0.0017261219792865361,0.4,3.3333333333333335,0
746,64.0,Premium,Furniture,Cash,23316.34,22.5,1390,0.12195121951219512,0.029496402877697843,0.16956521739130434,0.24390243902439024,0
747,57.0,New,Clothing,Credit Card,17280.4,2.29,1803,0.7692307692307693,0.014420410427066,0.3313953488372093,0.3076923076923077,0
748,28.0,Inactive,Sports,Debit Card,35516.24,28.05,1297,0.1,0.03855050115651504,2.578125,0.34,0
749,52.0,Premium,Furniture,Credit Card,9875.1,23.79,593,0.3235294117647059,0.05733558178752108,3.1,0.5,0
750,68.0,Regular,Books,Upi,42026.41,28.98,1236,0.43478260869565216,0.0372168284789644,3.1136363636363638,0.41304347826086957,0
751,20.0,Premium,Groceries,Credit Card,9435.15,1.2,264,0.2857142857142857,0.10606060606060606,0.3025830258302583,0.42857142857142855,0
752,24.0,Premium,Clothing,Credit Card,9542.11,38.42,150,1.0,0.06666666666666667,1.0,1.3,0
753,57.0,Premium,Electronics,Debit Card,3395.84,19.5,799,0.43478260869565216,0.057571964956195244,0.22560975609756098,0.2826086956521739,0
754,70.0,Premium,Clothing,Credit Card,37730.62,29.3,581,0.75,0.027538726333907058,0.5177865612648221,1.0,0
755,21.0,New,Furniture,Net Banking,3740.18,1.45,1230,0.2962962962962963,0.02195121951219512,0.18461538461538463,0.0,0
756,61.0,Regular,Books,Cash,32751.77,6.28,1054,0.1388888888888889,0.03415559772296015,0.36082474226804123,0.3888888888888889,0
757,31.0,Regular,Furniture,Credit Card,39210.17,26.88,1694,0.0,0.006493506493506494,0.6589861751152074,1.2727272727272727,0
758,47.0,Inactive,Electronics,Upi,3478.66,46.09,1755,1.0,0.0005698005698005698,1.1,8.0,0
759,58.0,Inactive,Books,Credit Card,14424.91,8.07,839,0.5757575757575758,0.03933253873659118,0.5291970802919708,0.06060606060606061,0
760,62.0,Premium,Sports,Cash,49941.65,43.91,731,0.5555555555555556,0.049247606019151846,1.4537037037037037,0.4444444444444444,0
761,58.0,New,Clothing,Credit Card,33282.71,16.08,1446,0.625,0.011065006915629323,1.0925925925925926,1.1875,0
762,26.0,Inactive,Groceries,Net Banking,45121.53,33.64,196,1.0,0.00510204081632653,0.6745283018867925,15.0,0
763,68.0,New,Electronics,Credit Card,22536.25,6.17,1748,0.5581395348837209,0.02459954233409611,0.7979274611398963,0.2558139534883721,0
764,67.0,Premium,Groceries,Debit Card,46844.27,22.23,1423,1.0,0.016865776528460996,1.6754385964912282,0.0,0
765,63.0,Regular,Electronics,Credit Card,31449.21,40.42,604,0.575,0.06622516556291391,0.5263157894736842,0.375,0
766,49.0,Premium,Clothing,Net Banking,20106.27,43.5,426,0.24390243902439024,0.09624413145539906,0.4417808219178082,0.36585365853658536,0
767,60.0,Inactive,Sports,Debit Card,28474.44,3.27,1197,0.20512820512820512,0.03258145363408521,2.893939393939394,0.05128205128205128,0
768,32.0,Regular,Clothing,Cash,1644.32,48.49,1177,0.36363636363636365,0.037383177570093455,0.3936781609195402,0.4318181818181818,0
769,47.0,New,Sports,Credit Card,47182.17,2.59,1422,0.38636363636363635,0.030942334739803096,0.6686746987951807,0.29545454545454547,0
770,51.0,New,Groceries,Net Banking,38071.57,44.19,949,0.7647058823529411,0.03582718651211802,0.11304347826086956,0.23529411764705882,0
771,38.0,New,Clothing,Upi,4549.54,28.59,182,1.0,0.12087912087912088,14.538461538461538,0.3181818181818182,0
772,33.0,Premium,Groceries,Cash,3610.78,31.26,1662,0.0,0.012033694344163659,8.2,0.65,0
773,58.0,Regular,Clothing,Credit Card,23942.04,47.94,1618,0.42857142857142855,0.004326328800988875,3.0714285714285716,2.2857142857142856,0
774,56.0,Premium,Sports,Credit Card,29157.26,4.28,1632,0.3448275862068966,0.017769607843137254,0.28125,0.41379310344827586,0
775,26.0,New,Electronics,Credit Card,30731.56,21.59,633,0.85,0.0315955766192733,3.2830188679245285,0.05,0
776,42.0,Premium,Furniture,Upi,20849.85,43.23,980,0.5918367346938775,0.05,0.47337278106508873,0.0,0
777,68.0,Inactive,Furniture,Cash,17311.02,46.88,424,0.7142857142857143,0.01650943396226415,8.357142857142858,2.2857142857142856,0
778,24.0,Premium,Furniture,Net Banking,3843.45,39.47,554,0.8695652173913043,0.08303249097472924,1.47,0.08695652173913043,0
779,40.0,New,Sports,Cash,22508.9,12.16,922,0.475,0.04338394793926247,0.6956521739130435,0.1,0
780,50.0,Regular,Furniture,Upi,38887.04,7.37,46,0.5142857142857142,0.7608695652173914,0.9748427672955975,0.2857142857142857,0
781,51.0,Inactive,Sports,Debit Card,3337.22,25.36,440,0.5,0.022727272727272728,0.04878048780487805,1.3,1
782,58.0,Premium,Groceries,Cash,33559.08,34.74,1189,1.0,0.010933557611438183,0.6416666666666667,0.7692307692307693,0
783,39.0,New,Groceries,Cash,5689.97,43.81,486,0.0,0.02263374485596708,5.7727272727272725,0.6363636363636364,0
784,62.0,New,Furniture,Upi,12331.44,36.73,407,0.21428571428571427,0.0343980343980344,1.1176470588235294,0.8571428571428571,0
785,70.0,Regular,Electronics,Cash,18215.39,27.73,1229,0.2,0.0040683482506102524,1.0273972602739727,2.8,0
786,66.0,Premium,Electronics,Net Banking,10292.34,8.71,533,0.38461538461538464,0.024390243902439025,1.3703703703703705,0.38461538461538464,0
787,29.0,Premium,Electronics,Upi,45577.12,1.05,460,0.17647058823529413,0.03695652173913044,0.1037463976945245,0.7058823529411765,1
788,37.0,Regular,Groceries,Credit Card,25545.48,47.06,297,0.125,0.08080808080808081,0.35,0.08333333333333333,0
789,68.0,Regular,Furniture,Cash,34870.52,15.9,1232,0.04,0.020292207792207792,0.740909090909091,0.28,0
790,30.0,Regular,Books,Net Banking,16720.19,2.66,458,0.9,0.021834061135371178,0.22916666666666666,1.6,0
791,64.0,New,Books,Upi,30936.88,8.37,1051,0.7441860465116279,0.04091341579448145,0.9698492462311558,0.46511627906976744,0
792,51.0,Premium,Groceries,Upi,19007.0,34.73,1336,0.8043478260869565,0.0344311377245509,0.48031496062992124,0.17391304347826086,0
793,68.0,Inactive,Electronics,Upi,11366.55,10.15,802,0.2857142857142857,0.017456359102244388,0.8429752066115702,0.42857142857142855,0
794,54.0,Regular,Clothing,Debit Card,4695.57,37.58,1225,0.6111111111111112,0.029387755102040815,0.75,0.4444444444444444,0
795,20.0,New,Furniture,Debit Card,21592.07,23.38,813,0.45454545454545453,0.02706027060270603,0.4523809523809524,0.6818181818181818,1
796,19.0,New,Clothing,Net Banking,32445.07,17.95,1348,0.9411764705882353,0.012611275964391691,1.7674418604651163,0.9411764705882353,0
797,23.0,Regular,Electronics,Debit Card,4031.76,1.91,649,0.625,0.012326656394453005,0.8349514563106796,0.75,0
798,65.0,Regular,Sports,Debit Card,49900.79,49.92,1714,0.48717948717948717,0.022753792298716453,0.24014336917562723,0.0,0
799,40.0,New,Books,Debit Card,38011.4,0.59,494,0.6578947368421053,0.07692307692307693,0.3940298507462687,0.10526315789473684,0
800,64.0,New,Clothing,Credit Card,29556.68,27.63,671,0.6176470588235294,0.05067064083457526,0.7708333333333334,0.4117647058823529,0
801,30.0,New,Clothing,Credit Card,22773.61,27.92,655,0.9310344827586207,0.044274809160305344,0.1875,0.6206896551724138,0
802,65.0,New,Books,Debit Card,41797.79,16.99,697,0.7906976744186046,0.06169296987087518,0.5069767441860465,0.27906976744186046,0
803,55.0,Inactive,Books,Upi,46146.14,7.68,448,1.0,0.006696428571428571,0.8588235294117647,6.666666666666667,0
804,43.0,New,Groceries,Credit Card,24001.49,16.44,243,0.07692307692307693,0.053497942386831275,0.7068965517241379,0.6923076923076923,0
805,61.0,Premium,Electronics,Debit Card,30366.51,1.34,507,0.4,0.08875739644970414,0.17647058823529413,0.26666666666666666,0
806,36.0,Premium,Groceries,Credit Card,18748.29,0.55,294,0.25,0.013605442176870748,0.6309523809523809,3.0,0
807,52.0,New,Sports,Upi,19755.15,45.18,1705,0.4,0.002932551319648094,0.32075471698113206,1.2,0
808,63.0,Premium,Furniture,Debit Card,46988.14,29.37,45,0.4594594594594595,0.8222222222222222,0.7131782945736435,0.3783783783783784,0
809,27.0,Premium,Books,Net Banking,30440.01,12.34,1209,0.5384615384615384,0.021505376344086023,0.863905325443787,0.5769230769230769,0
810,20.0,Regular,Sports,Credit Card,17665.7,42.13,880,0.8666666666666667,0.03409090909090909,0.6601307189542484,0.6333333333333333,0
811,33.0,Inactive,Sports,Upi,23162.49,45.54,1460,0.10714285714285714,0.019178082191780823,1.9042553191489362,0.6428571428571429,0
812,20.0,Premium,Clothing,Upi,25545.48,33.33,1590,0.7560975609756098,0.02578616352201258,5.114285714285714,0.14634146341463414,0
813,53.0,Regular,Electronics,Debit Card,5708.62,38.33,454,0.20408163265306123,0.10792951541850221,0.6287425149700598,0.2857142857142857,0
814,50.0,New,Electronics,Upi,32123.9,33.78,1782,1.0,0.0028058361391694723,0.41350210970464135,2.0,1
815,30.0,Premium,Electronics,Net Banking,6176.79,45.86,169,0.8823529411764706,0.10059171597633136,1.0238095238095237,0.8235294117647058,0
816,23.0,Inactive,Clothing,Cash,47525.91,7.01,235,0.021739130434782608,0.19574468085106383,0.2937062937062937,0.10869565217391304,0
817,29.0,Premium,Furniture,Net Banking,19847.05,3.88,763,0.1875,0.06290956749672345,29.0,0.16666666666666666,0
818,29.0,Premium,Sports,Upi,11200.24,34.84,1443,0.17142857142857143,0.024255024255024255,0.4110429447852761,0.5714285714285714,0
819,37.0,Premium,Furniture,Debit Card,2908.9,18.87,217,0.0,0.004608294930875576,0.6153846153846154,11.0,0
820,19.0,Premium,Electronics,Credit Card,41116.06,34.0,1512,0.9545454545454546,0.01455026455026455,1.7272727272727273,0.13636363636363635,0
821,28.0,New,Furniture,Net Banking,40873.4,16.13,839,0.42857142857142855,0.00834326579261025,0.1526479750778816,2.7142857142857144,1
822,45.0,Regular,Clothing,Upi,18150.53,8.68,465,0.0,0.015053763440860216,0.8155339805825242,1.4285714285714286,0
823,47.0,Premium,Sports,Cash,32672.28,18.45,1053,0.5,0.017094017094017096,1.6,0.7222222222222222,0
824,24.0,Inactive,Electronics,Upi,47972.22,29.99,389,0.23529411764705882,0.043701799485861184,0.5524691358024691,0.7058823529411765,0
825,58.0,Inactive,Groceries,Cash,17087.71,30.43,1549,0.8,0.0032278889606197547,0.38333333333333336,2.4,0
826,32.0,Inactive,Sports,Debit Card,12013.99,30.82,1299,1.0,0.0007698229407236335,1.25,7.0,0
827,23.0,Premium,Groceries,Cash,15182.43,7.58,938,0.46875,0.03411513859275053,1.5714285714285714,0.03125,0
828,65.0,Premium,Clothing,Credit Card,32358.3,38.02,499,0.42857142857142855,0.04208416833667335,0.40074906367041196,0.9523809523809523,0
829,64.0,Regular,Clothing,Upi,27195.93,45.33,1097,0.6428571428571429,0.01276207839562443,0.187683284457478,0.5,1
830,38.0,New,Sports,Debit Card,3698.54,24.58,287,0.0,0.003484320557491289,0.1414141414141414,20.0,0
831,23.0,Inactive,Furniture,Debit Card,12197.35,3.91,531,0.7857142857142857,0.026365348399246705,0.3333333333333333,0.35714285714285715,1
832,45.0,Inactive,Clothing,Credit Card,14624.97,22.41,766,0.75,0.02610966057441253,0.15950920245398773,0.4,1
833,43.0,Premium,Groceries,Net Banking,21423.51,30.47,70,0.896551724137931,0.4142857142857143,0.8783783783783784,0.13793103448275862,0
834,66.0,New,Books,Credit Card,38063.49,46.08,556,0.6666666666666666,0.01079136690647482,0.4524590163934426,0.6666666666666666,0
835,42.0,Regular,Groceries,Debit Card,19069.77,30.3,346,0.7894736842105263,0.05491329479768786,2.324324324324324,0.21052631578947367,0
836,30.0,Premium,Books,Upi,36653.25,18.71,1032,0.696969696969697,0.03197674418604651,0.5144230769230769,0.36363636363636365,0
837,37.0,Premium,Groceries,Debit Card,49627.39,6.22,1609,1.0,0.0018645121193287756,0.14482758620689656,2.0,1
838,66.0,New,Sports,Debit Card,31931.5,18.41,526,0.84375,0.060836501901140684,5.566666666666666,0.375,0
839,48.0,Regular,Sports,Net Banking,33983.07,34.87,1424,0.8260869565217391,0.032303370786516857,0.1148036253776435,0.17391304347826086,0
840,27.0,Regular,Furniture,Upi,47613.02,42.08,1476,0.631578947368421,0.025745257452574527,4.285714285714286,0.05263157894736842,0
841,55.0,New,Clothing,Cash,8708.27,21.34,813,0.6071428571428571,0.03444034440344403,0.21971830985915494,0.5714285714285714,0
842,55.0,New,Books,Debit Card,43536.19,5.46,1563,0.19148936170212766,0.030070377479206652,0.6768707482993197,0.23404255319148937,0
843,31.0,Regular,Electronics,Upi,40911.27,0.08,1370,0.7272727272727273,0.008029197080291971,5.527777777777778,1.1818181818181819,0
844,36.0,Premium,Electronics,Net Banking,9726.8,6.72,1191,0.125,0.020151133501259445,0.188,0.6666666666666666,1
845,70.0,Premium,Clothing,Cash,37620.83,40.46,1308,0.75,0.0030581039755351682,0.6767676767676768,3.25,0
846,24.0,Premium,Clothing,Net Banking,19197.56,13.84,1023,0.16666666666666666,0.005865102639296188,0.045454545454545456,3.0,0
847,61.0,Premium,Electronics,Net Banking,37714.04,0.36,1651,0.3333333333333333,0.010902483343428226,0.03678929765886288,0.16666666666666666,1
848,18.0,Inactive,Furniture,Upi,13658.87,24.3,1426,0.42857142857142855,0.034361851332398316,0.8959537572254336,0.2653061224489796,0
849,44.0,Regular,Groceries,Net Banking,20224.33,30.54,1812,0.0,0.023730684326710817,0.4644808743169399,0.06976744186046512,0
850,62.0,Premium,Electronics,Net Banking,6583.28,26.53,1296,0.5897435897435898,0.03009259259259259,0.5376044568245125,0.1794871794871795,0
851,61.0,New,Groceries,Credit Card,9802.78,49.31,1683,0.5348837209302325,0.0255496137849079,0.030303030303030304,0.46511627906976744,0
852,65.0,Inactive,Groceries,Net Banking,30534.77,20.01,1378,0.8666666666666667,0.01088534107402032,0.06687898089171974,0.7333333333333333,1
853,62.0,New,Clothing,Credit Card,10156.31,7.16,1049,0.05128205128205128,0.037178265014299335,0.550561797752809,0.41025641025641024,0
854,68.0,Regular,Books,Net Banking,49817.08,49.36,1387,0.1590909090909091,0.03172314347512617,0.18333333333333332,0.3181818181818182,0
855,52.0,Regular,Clothing,Credit Card,37786.0,32.99,358,1.0,0.030726256983240222,0.6086956521739131,1.1818181818181819,0
856,38.0,Regular,Clothing,Cash,13252.61,23.82,1515,0.723404255319149,0.031023102310231022,0.09302325581395349,0.0851063829787234,0
857,49.0,Regular,Books,Upi,46623.11,38.32,1499,0.6666666666666666,0.01000667111407605,0.05519480519480519,1.3333333333333333,1
858,65.0,Inactive,Sports,Debit Card,48329.28,21.85,209,0.19444444444444445,0.1722488038277512,0.48333333333333334,0.2222222222222222,0
859,25.0,Regular,Sports,Upi,46891.93,37.23,808,0.21052631578947367,0.04702970297029703,2.45,0.2894736842105263,0
860,54.0,Regular,Electronics,Net Banking,27012.35,42.36,1389,0.21052631578947367,0.027357811375089993,0.3778801843317972,0.2894736842105263,0
861,56.0,Regular,Electronics,Debit Card,954.83,42.62,1053,1.0,0.024691358024691357,0.2345679012345679,0.34615384615384615,0
862,61.0,Premium,Furniture,Debit Card,7720.6,33.27,1058,0.5263157894736842,0.017958412098298678,0.025,1.0,1
863,62.0,Regular,Books,Upi,28911.61,31.55,150,0.9782608695652174,0.30666666666666664,1.1441441441441442,0.1956521739130435,0
864,69.0,Premium,Books,Net Banking,10925.35,36.63,1519,0.2391304347826087,0.030283080974325215,1.5517241379310345,0.021739130434782608,0
865,43.0,Inactive,Books,Upi,49557.63,27.4,830,0.45454545454545453,0.01325301204819277,0.630057803468208,1.3636363636363635,0
866,22.0,Regular,Clothing,Upi,46191.66,35.06,1570,0.17777777777777778,0.028662420382165606,0.3594306049822064,0.06666666666666667,0
867,68.0,Premium,Books,Net Banking,15551.66,32.73,626,0.9565217391304348,0.07348242811501597,0.12162162162162163,0.30434782608695654,0
868,27.0,Regular,Books,Cash,10184.93,32.56,1638,0.125,0.029304029304029304,1.0,0.375,0
