customer_id,age,city,customer_segment,product_category,order_count,average_order_value,total_spend,discount_percentage,days_since_last_order,website_visits,support_tickets,return_count,payment_type,customer_tenure_days
1339,23.0,Chennai,New,Books,44,12037.25,529639.0,2.5,41,100,10,40,Net Banking,424
1340,48.0,Mumbai,New,Furniture,46,9710.21,446669.66,14.4,347,152,1,28,Credit Card,1069
1341,18.0,Chennai,Premium,Clothing,17,7622.69,129585.73,27.1,97,180,3,2,Debit Card,413
1342,38.0,Delhi,Premium,Groceries,41,41884.0,1717244.0,14.84,212,130,20,18,Debit Card,903
1343,34.0,Bangalore,Regular,Furniture,1,32914.69,32914.69,48.41,129,73,5,0,Credit Card,158
1344,49.0,Bangalore,Premium,Furniture,49,40976.32,2007839.68,4.0,229,4,2,20,Cash,1609
1345,41.0,Chennai,Inactive,Clothing,47,42066.4,1977120.8,22.54,246,95,15,19,Net Banking,671
1346,52.0,Mumbai,Regular,Furniture,11,2613.62,28749.82,17.64,239,119,10,6,Net Banking,1809
1347,47.0,Hyderabad,Premium,Electronics,48,37652.33,1807311.84,20.98,13,36,10,24,Cash,335
1348,43.0,Bangalore,Premium,Groceries,43,45315.43,1948563.49,7.55,95,56,3,1,Upi,997
1349,27.0,Delhi,Regular,Clothing,2,25117.46,50234.92,7.92,282,72,7,0,Net Banking,1272
1350,64.0,Kolkata,New,Groceries,11,24623.44,270857.84,33.29,181,28,2,5,Net Banking,1274
1351,36.0,Mumbai,Regular,Furniture,32,40279.29,1288937.28,20.82,7,79,20,10,Upi,1321
1352,37.0,Hyderabad,Inactive,Electronics,39,25545.48,269360.91,14.09,192,177,4,23,Cash,999
1353,22.0,Chennai,New,Groceries,27,12682.44,342425.88,47.23,353,60,10,20,Net Banking,1641
1354,35.0,Pune,Regular,Furniture,22,35067.31,771480.82,45.09,165,162,18,7,Cash,1278
1355,33.0,Delhi,New,Furniture,31,44582.57,1382059.67,15.67,49,99,4,20,Credit Card,1113
1356,49.0,Hyderabad,Inactive,Sports,18,3812.81,68630.58,19.48,99,198,8,4,Upi,1766
1357,67.0,Chennai,New,Clothing,15,31836.96,477554.4,16.36,318,124,17,4,Debit Card,685
1358,49.0,Bangalore,Inactive,Furniture,13,41294.75,536831.75,32.29,306,155,3,4,Credit Card,1536
1359,30.0,Kolkata,New,Clothing,16,39640.11,634241.76,21.15,6,77,8,6,Credit Card,636
1360,19.0,Chennai,Inactive,Sports,49,21360.45,1046662.05,18.43,76,115,20,24,Net Banking,351
1361,56.0,Hyderabad,Regular,Electronics,18,23069.19,415245.42,9.89,311,117,9,5,Cash,293
1362,38.0,Chennai,Premium,Electronics,21,27852.47,584901.87,18.44,162,185,12,17,Credit Card,1317
1363,45.0,Bangalore,New,Electronics,21,30847.56,647798.76,38.03,330,73,10,18,Cash,110
1364,50.0,Chennai,Premium,Groceries,5,46383.96,231919.8,7.0,53,134,5,5,Debit Card,218
1365,66.0,Bangalore,Regular,Groceries,6,20925.77,125554.62,37.54,253,103,17,0,Net Banking,882
1366,59.0,Bangalore,Premium,Furniture,6,40811.03,244866.18,22.42,60,196,8,1,Debit Card,145
1367,59.0,Pune,Premium,Electronics,42,42223.21,1773374.82,11.28,22,11,7,14,Credit Card,1812
1368,26.0,Kolkata,Regular,Groceries,25,37920.17,948004.25,33.51,10,131,9,15,Credit Card,1401
1369,63.0,Hyderabad,New,Electronics,3,10406.16,31218.48,1.8,118,150,15,0,Upi,1467
1370,23.0,Pune,Regular,Furniture,11,20160.48,221765.28,7.61,4,161,19,4,Debit Card,1169
1371,41.0,Kolkata,New,Electronics,13,37831.49,491809.37,12.81,101,84,8,6,Credit Card,1362
1372,36.0,Hyderabad,Premium,Groceries,39,48402.87,1887711.93,33.59,208,53,5,7,Credit Card,823
1373,69.0,Chennai,Regular,Clothing,49,28725.25,1407537.25,37.36,354,173,6,37,Debit Card,769
1374,47.0,Chennai,Inactive,Sports,15,28558.91,428383.65,44.22,130,56,16,0,Debit Card,55
1375,31.0,Mumbai,Regular,Clothing,32,47366.36,1515723.52,19.43,168,118,12,10,Net Banking,1013
1376,53.0,Delhi,Inactive,Books,16,4344.87,69517.92,5.36,1,8,19,1,Credit Card,591
1377,18.0,Delhi,New,Groceries,26,28621.49,1345210.03,7.97,28,95,6,0,Debit Card,896
1378,65.0,Bangalore,Premium,Clothing,27,32854.49,887071.23,14.87,18,31,9,4,Debit Card,965
1379,69.0,Mumbai,Premium,Sports,48,47645.04,2286961.92,39.64,244,45,0,7,Credit Card,1514
1380,33.0,Hyderabad,Inactive,Sports,36,14020.16,504725.76,1.13,289,123,2,9,Debit Card,163
1381,43.0,Bangalore,Premium,Electronics,32,21908.13,701060.16,23.29,90,4,18,2,Cash,159
1382,67.0,Delhi,Regular,Sports,31,10533.58,326540.98,13.36,344,70,6,15,Net Banking,1689
1383,18.0,Chennai,Inactive,Books,28,28167.75,788697.0,35.15,119,184,1,9,Upi,211
1384,56.0,Bangalore,New,Books,31,27457.24,851174.44,18.66,191,186,17,9,Upi,1535
1385,58.0,Bangalore,New,Electronics,38,20388.07,774746.66,23.37,178,197,9,9,Cash,1569
1386,49.0,Pune,New,Groceries,28,4779.06,133813.68,12.66,71,451,11,20,Net Banking,953
1387,66.0,Pune,Inactive,Electronics,3,17500.96,52502.88,45.91,321,38,19,2,Net Banking,1325
1388,65.0,Mumbai,Inactive,Electronics,14,41321.93,578507.02,19.82,215,29,16,8,Credit Card,1094
1389,24.0,Pune,Premium,Clothing,36,33399.53,1202383.08,8.24,117,176,10,31,Credit Card,696
1390,64.0,Bangalore,New,Groceries,34,33016.15,1122549.1,19.64,296,90,13,6,Debit Card,1341
1391,59.0,Hyderabad,Premium,Books,45,44814.1,2016634.5,9.42,1,130,3,31,Credit Card,177
1392,62.0,Delhi,Regular,Books,26,15491.45,402777.7,10.46,327,25,6,0,Credit Card,93
1393,36.0,Chennai,Regular,Electronics,50,34183.84,1709192.0,3.35,232,31,13,22,Cash,855
1394,18.0,Delhi,Regular,Groceries,24,10818.2,259636.8,21.43,302,123,20,19,Cash,115
1395,61.0,Kolkata,Premium,Groceries,21,17899.1,375881.1,12.79,243,99,17,3,Upi,1440
1396,55.0,Bangalore,Inactive,Groceries,2,19308.38,38616.76,48.14,45,122,8,2,Credit Card,199
1397,33.0,Chennai,New,Groceries,48,17200.44,825621.12,30.18,241,9,10,19,Net Banking,1621
1398,44.0,Hyderabad,Regular,Furniture,27,5200.21,140405.67,34.19,304,173,0,16,Net Banking,171
1399,50.0,Mumbai,New,Clothing,45,28469.97,1281148.65,40.07,275,168,1,16,Cash,270
1400,62.0,Kolkata,New,Electronics,29,15022.78,435660.62,8.14,149,154,10,13,Credit Card,1436
1401,27.0,Chennai,Regular,Groceries,32,12827.61,410483.52,19.37,335,46,12,2,Debit Card,404
1402,32.0,Bangalore,Inactive,Furniture,32,11822.26,378312.32,22.23,359,30,3,10,Credit Card,300
1403,65.0,Pune,Premium,Groceries,32,18650.44,596814.08,34.95,11,182,16,23,Cash,1143
1404,24.0,Hyderabad,New,Electronics,18,22096.41,397735.38,35.1,35,17,2,8,Cash,762
1405,48.0,Bangalore,New,Clothing,9,6490.04,58410.36,8.1,293,48,6,7,Cash,1148
1406,41.0,Pune,Regular,Groceries,5,48557.84,242789.2,32.81,299,106,3,4,Credit Card,505
1407,30.0,Mumbai,Regular,Electronics,48,35222.96,1690702.08,0.56,31,131,0,7,Net Banking,1393
1408,35.0,Unknown,New,Electronics,20,44079.04,881580.8,6.85,125,123,6,6,Cash,1002
1409,48.0,Kolkata,Regular,Electronics,12,19698.95,236387.4,31.67,278,19,4,10,Credit Card,1786
1410,50.0,Mumbai,Premium,Groceries,33,49498.41,1633447.53,3.63,85,64,20,26,Cash,770
1411,32.0,Delhi,New,Electronics,49,21877.62,1072003.38,43.53,203,8,6,42,Upi,830
1412,46.0,Unknown,Premium,Groceries,40,47494.7,1899788.0,25.48,209,166,20,10,Debit Card,1256
1413,51.0,Delhi,New,Books,5,21920.71,109603.55,1.55,34,144,2,5,Credit Card,1612
1414,59.0,Chennai,Regular,Clothing,26,14401.26,374432.76,32.51,175,78,17,19,Upi,661
1415,48.0,Kolkata,New,Groceries,49,43622.37,2137496.13,34.42,356,144,19,38,Cash,1639
1416,54.0,Mumbai,New,Groceries,6,34725.49,208352.94,48.76,273,133,19,5,Credit Card,545
1417,58.0,Delhi,Regular,Books,19,29924.47,568564.93,11.39,166,62,18,6,Upi,657
1418,30.0,Bangalore,New,Sports,27,14286.85,385744.95,29.89,343,169,6,24,Cash,1641
1419,26.0,Delhi,Regular,Sports,44,18393.6,809318.4,27.14,165,53,14,37,Net Banking,385
1420,25.0,Delhi,Inactive,Clothing,14,30107.5,421505.0,31.67,173,47,20,12,Net Banking,797
1421,33.0,Bangalore,New,Sports,18,46657.95,839843.1,22.95,175,38,8,2,Debit Card,284
1422,42.0,Unknown,New,Electronics,5,9851.94,49259.7,46.71,254,117,17,4,Debit Card,1076
1423,54.0,Hyderabad,Regular,Clothing,4,49088.09,196352.36,31.41,251,153,3,3,Upi,822
1424,38.0,Chennai,Premium,Electronics,8,18386.08,147088.64,40.06,28,11,2,4,Credit Card,1153
1425,52.0,Delhi,Premium,Books,7,46324.52,324271.64,34.34,105,11,18,0,Credit Card,258
1426,39.0,Delhi,Regular,Groceries,16,11909.17,190546.72,30.92,293,193,8,11,Debit Card,340
1427,19.0,Pune,Inactive,Groceries,49,11383.68,557800.32,40.29,197,53,17,39,Credit Card,358
1428,23.0,Pune,Inactive,Clothing,32,6665.88,213308.16,12.31,209,57,7,29,Cash,369
1429,29.0,Delhi,Regular,Electronics,1,12319.15,12319.15,15.42,297,154,12,1,Debit Card,505
1430,44.0,Chennai,New,Sports,29,22405.11,649748.19,36.96,197,158,12,0,Net Banking,1596
1431,35.0,Mumbai,Inactive,Groceries,28,39584.59,1108368.52,26.2,165,6,15,16,Cash,824
1432,46.0,Mumbai,Regular,Electronics,26,4329.17,199141.82,41.85,350,97,5,0,Debit Card,476
1433,38.0,Bangalore,New,Clothing,16,25545.48,574227.52,44.92,195,154,15,0,Cash,1183
1434,33.0,Chennai,New,Sports,2,25545.48,39498.12,17.26,196,6,15,1,Net Banking,898
1435,23.0,Hyderabad,Regular,Groceries,15,13821.52,207322.8,45.58,134,123,5,5,Debit Card,1778
1436,55.0,Kolkata,Inactive,Furniture,13,42372.18,550838.34,48.96,187,13,7,1,Credit Card,219
1437,57.0,Pune,Premium,Clothing,6,26500.07,159000.42,12.76,77,76,4,6,Upi,600
1438,44.0,Delhi,New,Clothing,11,26265.14,288916.54,11.59,48,159,1,9,Cash,1633
1439,68.0,Unknown,Regular,Furniture,31,47129.8,1461023.8,44.75,121,5,6,4,Credit Card,1612
1440,24.0,Delhi,Premium,Furniture,8,39063.44,312507.52,27.67,189,186,5,2,Net Banking,412
1441,33.0,Chennai,Regular,Books,11,38434.31,422777.41,25.66,11,129,16,0,Upi,306
1442,28.0,Chennai,New,Electronics,9,12475.32,112277.88,30.45,189,147,8,7,Debit Card,961
1443,29.0,Chennai,Regular,Electronics,41,30497.53,1250398.73,2.11,194,35,0,18,Net Banking,1113
1444,69.0,Kolkata,Inactive,Books,26,27740.63,721256.38,36.31,269,120,20,16,Upi,1640
1445,56.0,Pune,New,Books,17,26411.79,449000.43,20.38,258,128,4,1,Debit Card,180
1446,56.0,Bangalore,Regular,Electronics,39,45256.18,1764991.02,19.13,154,96,0,20,Net Banking,436
1447,66.0,Chennai,Regular,Groceries,50,32103.46,1605173.0,7.36,303,195,4,41,Debit Card,841
1448,33.0,Mumbai,Premium,Clothing,29,13019.54,377566.66,19.96,365,120,11,28,Debit Card,978
1449,26.0,Hyderabad,Premium,Clothing,10,44903.42,449034.2,46.14,152,96,1,5,Net Banking,821
1450,59.0,Hyderabad,Premium,Furniture,19,18061.33,343165.27,25.63,245,11,15,2,Upi,708
1451,30.0,Delhi,New,Electronics,1,49608.93,49608.93,7.3,365,144,8,0,Credit Card,1073
1452,31.0,Kolkata,Regular,Electronics,29,20468.9,593598.1,39.93,236,89,19,10,Debit Card,783
1453,21.0,Kolkata,Inactive,Electronics,29,38045.38,1103316.02,21.67,264,10,17,23,Cash,1066
1454,22.0,Mumbai,New,Groceries,43,35856.42,1541826.06,36.57,326,69,4,9,Debit Card,220
1455,57.0,Bangalore,Regular,Groceries,15,2573.64,38604.6,15.15,69,50,13,6,Upi,1667
1456,70.0,Mumbai,New,Furniture,37,13129.82,485803.34,45.8,1,17,5,2,Debit Card,1519
1457,48.0,Chennai,Regular,Groceries,11,46278.68,509065.48,24.67,41,172,14,5,Cash,1520
1458,41.0,Kolkata,Regular,Furniture,36,27622.31,994403.16,45.07,170,162,10,33,Credit Card,1397
1459,61.0,Pune,New,Sports,18,40406.35,727314.3,38.91,126,58,0,13,Net Banking,587
1460,39.0,Kolkata,Regular,Groceries,47,49569.99,2329789.53,2.56,303,77,8,6,Credit Card,1166
1461,32.0,Delhi,Regular,Groceries,10,46339.56,463395.6,34.87,259,93,13,6,Upi,1190
1462,39.0,Delhi,Premium,Clothing,11,31341.38,344755.18,47.42,340,17,10,0,Upi,861
1463,70.0,Hyderabad,Premium,Groceries,31,48928.75,1516791.25,16.69,190,31,9,15,Net Banking,1037
1464,43.0,Pune,Regular,Groceries,28,42547.78,1191337.84,14.32,313,43,10,5,Cash,699
1465,55.0,Bangalore,Premium,Electronics,6,4574.36,27446.16,36.87,77,139,13,3,Credit Card,1655
1466,69.0,Mumbai,Premium,Electronics,31,9289.87,287985.97,6.67,188,174,11,5,Credit Card,368
1467,37.0,Bangalore,Premium,Electronics,38,4576.12,173892.56,1.98,1,50,5,25,Net Banking,250
1468,35.0,Pune,Regular,Furniture,34,4048.32,137642.88,30.64,71,17,14,16,Credit Card,1347
1469,67.0,Kolkata,Premium,Groceries,39,11577.7,451530.3,14.18,202,87,5,30,Net Banking,764
1470,50.0,Delhi,Regular,Sports,46,40824.58,1877930.68,20.9,121,80,10,13,Debit Card,974
1471,27.0,Mumbai,Premium,Electronics,4,29590.31,118361.24,5.89,56,115,4,1,Credit Card,608
1472,67.0,Bangalore,Regular,Furniture,16,36072.7,577163.2,21.77,63,165,17,9,Debit Card,999
1473,59.0,Chennai,Regular,Electronics,26,9978.69,259445.94,3.3,17,65,12,5,Net Banking,979
1474,60.0,Bangalore,Regular,Groceries,9,40881.17,367930.53,37.26,363,109,10,9,Credit Card,45
1475,68.0,Mumbai,Regular,Groceries,6,24601.26,147607.56,49.42,76,11,4,1,Net Banking,1266
1476,49.0,Delhi,Regular,Sports,12,21184.57,254214.84,38.54,324,93,10,12,Cash,793
1477,39.0,Chennai,Premium,Groceries,50,41304.04,2065202.0,25.05,109,38,10,43,Cash,1786
1478,65.0,Kolkata,Regular,Furniture,26,44534.53,1157897.78,49.68,314,157,6,13,Credit Card,961
1479,64.0,Pune,New,Clothing,35,49841.11,1744438.85,22.82,146,86,0,26,Cash,1314
1480,68.0,Chennai,New,Books,27,46487.9,1255173.3,45.71,312,147,7,10,Cash,486
1481,46.0,Delhi,Regular,Sports,3,40928.45,122785.35,33.42,297,66,12,2,Credit Card,1116
1482,32.0,Chennai,Regular,Books,29,12329.51,357555.79,0.11,25,20,8,17,Net Banking,883
1483,19.0,Kolkata,Inactive,Books,20,38560.59,771211.8,33.17,255,149,6,17,Cash,1161
1484,36.0,Chennai,Regular,Groceries,36,36423.2,1311235.2,8.86,336,52,0,27,Credit Card,703
1485,59.0,Delhi,New,Electronics,7,6928.94,48502.58,37.47,133,44,9,4,Upi,361
1486,45.0,Mumbai,Premium,Groceries,7,38372.09,268604.63,14.44,278,178,17,1,Credit Card,348
1487,25.0,Chennai,Regular,Electronics,50,38631.8,1931590.0,37.92,139,46,3,48,Net Banking,721
1488,25.0,Kolkata,New,Groceries,33,6543.83,215946.39,33.4,143,22,11,5,Upi,391
1489,42.0,Mumbai,New,Clothing,47,1402.26,65906.22,45.69,45,17,5,9,Upi,358
1490,51.0,Pune,Regular,Groceries,49,31762.73,1556373.77,1.49,200,194,13,6,Net Banking,1618
1491,69.0,Bangalore,Regular,Electronics,13,31243.22,406161.86,24.17,301,192,2,11,Debit Card,1739
1492,60.0,Kolkata,New,Books,30,25545.48,590104.2,32.13,102,11,1,14,Debit Card,37
1493,54.0,Bangalore,Premium,Sports,24,32611.48,782675.52,20.78,4,81,14,2,Credit Card,1756
1494,24.0,Kolkata,New,Books,8,29847.83,238782.64,23.67,284,142,10,1,Cash,1690
1495,20.0,Bangalore,Regular,Clothing,35,41197.15,1441900.25,14.67,55,15,9,8,Debit Card,1700
1496,42.0,Mumbai,Regular,Groceries,27,49074.86,1325021.22,48.76,187,20,15,9,Debit Card,863
1497,19.0,Chennai,Regular,Groceries,12,35734.12,428809.44,43.48,269,155,19,1,Upi,262
1498,24.0,Delhi,Regular,Groceries,26,9539.64,76317.12,10.62,41,60,1,0,Debit Card,1753
1499,66.0,Unknown,New,Books,6,40673.07,244038.42,27.45,296,177,17,2,Net Banking,1377
1500,37.0,Chennai,New,Books,3,15938.66,47815.98,43.9,48,169,10,2,Credit Card,310
1501,22.0,Chennai,Inactive,Electronics,7,44624.42,312370.94,2.13,185,104,17,1,Debit Card,355
1502,55.0,Unknown,Regular,Electronics,22,8834.8,194365.6,32.42,292,180,3,20,Credit Card,993
1503,31.0,Mumbai,Premium,Sports,44,25729.38,1132092.72,49.48,3,175,16,17,Cash,1657
1504,64.0,Mumbai,New,Furniture,16,3438.9,55022.4,10.55,342,100,6,16,Debit Card,735
1505,26.0,Bangalore,Inactive,Groceries,38,14739.31,560093.78,12.45,64,181,13,16,Cash,1269
1506,49.0,Chennai,Premium,Groceries,38,9962.66,378581.08,12.65,66,148,5,37,Credit Card,1404
1507,33.0,Mumbai,Premium,Clothing,16,37371.57,597945.12,36.56,351,102,4,6,Debit Card,260
1508,54.0,Chennai,Inactive,Clothing,46,5983.33,275233.18,34.81,212,28,10,13,Net Banking,325
1509,27.0,Chennai,Regular,Groceries,27,19246.87,519665.49,25.94,141,114,6,27,Cash,328
1510,31.0,Bangalore,Regular,Clothing,43,42976.62,1847994.66,33.12,251,126,8,27,Credit Card,546
1511,18.0,Hyderabad,New,Electronics,4,39178.96,156715.84,41.68,235,135,9,1,Upi,256
1512,36.0,Mumbai,Regular,Clothing,12,21594.54,259134.48,0.69,272,17,18,7,Upi,650
1513,59.0,Delhi,New,Clothing,26,43260.47,1946721.15,41.97,200,70,5,0,Debit Card,927
1514,26.0,Chennai,Regular,Sports,32,19536.79,625177.28,49.32,283,131,20,9,Credit Card,578
1515,44.0,Bangalore,New,Clothing,45,5392.31,242653.95,43.1,265,80,12,1,Credit Card,1191
1516,24.0,Delhi,Regular,Clothing,16,38007.98,608127.68,33.42,285,158,18,16,Credit Card,1315
1517,49.0,Kolkata,Premium,Electronics,2,16705.15,33410.3,34.48,284,108,18,1,Credit Card,1015
1518,30.0,Mumbai,Premium,Sports,20,36183.6,723672.0,21.24,357,70,18,6,Cash,853
1519,60.0,Pune,Inactive,Groceries,7,19306.11,135142.77,31.23,126,84,1,5,Upi,995
1520,66.0,Delhi,New,Groceries,32,11765.1,376483.2,47.88,9,177,2,6,Cash,310
1521,32.0,Hyderabad,Premium,Clothing,30,20911.81,627354.3,49.8,38,27,17,14,Credit Card,482
1522,65.0,Mumbai,Regular,Groceries,7,2312.49,16187.43,0.58,301,105,3,4,Cash,1235
1523,46.0,Mumbai,Premium,Groceries,16,30782.81,492524.96,4.68,129,154,17,7,Credit Card,1004
1524,62.0,Delhi,New,Electronics,43,37987.66,1633469.38,36.43,251,56,13,21,Credit Card,211
1525,50.0,Pune,Regular,Furniture,18,504.6,9082.8,34.82,183,193,14,17,Credit Card,85
1526,65.0,Chennai,Inactive,Furniture,2,33531.28,67062.56,9.63,81,60,1,2,Credit Card,431
1527,70.0,Mumbai,Regular,Electronics,19,23312.33,442934.27,33.08,116,159,4,1,Credit Card,1516
1528,64.0,Mumbai,Regular,Sports,49,44068.24,2159343.76,14.98,352,111,4,44,Credit Card,1737
1529,28.0,Kolkata,New,Electronics,11,19039.51,209434.61,26.65,351,108,3,1,Credit Card,463
1530,22.0,Mumbai,New,Electronics,28,11848.23,331750.44,40.63,137,183,16,22,Net Banking,1416
1531,51.0,Pune,Inactive,Groceries,29,8291.16,240443.64,49.86,273,170,18,6,Net Banking,900
1532,29.0,Hyderabad,Regular,Groceries,17,30510.92,518685.64,46.31,11,51,12,9,Upi,1612
1533,52.0,Hyderabad,Premium,Books,38,6209.7,235968.6,34.73,28,59,17,7,Net Banking,1011
1534,43.0,Pune,Premium,Electronics,34,9399.73,319590.82,43.79,65,62,1,32,Cash,1143
1535,22.0,Delhi,New,Furniture,6,17286.04,103716.24,26.88,133,67,10,4,Credit Card,1725
1536,29.0,Chennai,New,Groceries,14,7415.77,103820.78,39.5,358,163,2,8,Credit Card,1309
1537,46.0,Chennai,New,Sports,41,27562.95,1130080.95,36.89,165,118,5,17,Upi,91
1538,20.0,Chennai,Premium,Books,43,34698.74,1492045.82,43.14,16,22,10,10,Cash,1229
1539,23.0,Unknown,Regular,Groceries,7,22229.46,155606.22,44.71,332,96,1,0,Credit Card,753
1540,38.0,Bangalore,Inactive,Electronics,33,32457.55,1071099.15,37.63,134,41,2,9,Cash,1398
1541,54.0,Pune,New,Clothing,32,26350.0,843200.0,38.4,78,45,9,32,Cash,1644
1542,20.0,Bangalore,New,Groceries,3,25603.61,76810.83,23.37,23,154,1,0,Cash,565
1543,33.0,Bangalore,Regular,Sports,22,4890.08,107581.76,36.19,141,136,4,12,Upi,1183
1544,25.0,Delhi,New,Electronics,18,25828.29,464909.22,49.53,190,170,1,11,Debit Card,1712
1545,28.0,Pune,New,Sports,3,27850.89,83552.67,1.97,241,14,13,1,Debit Card,870
1546,56.0,Pune,New,Furniture,23,39432.9,906956.7,0.85,320,200,20,16,Credit Card,287
1547,22.0,Chennai,Regular,Books,4,46442.86,185771.44,43.26,130,136,3,4,Net Banking,1542
1548,18.0,Delhi,Inactive,Sports,17,48126.53,818151.01,32.19,281,122,15,7,Net Banking,427
1549,42.0,Mumbai,New,Sports,5,20285.58,101427.9,12.11,345,17,4,5,Upi,1297
1550,61.0,Delhi,Premium,Furniture,37,32436.71,1200158.27,33.35,158,105,9,10,Credit Card,527
1551,44.0,Mumbai,Regular,Sports,47,42329.46,1989484.62,21.54,54,80,8,5,Net Banking,1818
1552,20.0,Bangalore,Regular,Sports,25,8255.26,206381.5,47.31,192,194,9,1,Credit Card,855
1553,68.0,Delhi,Inactive,Groceries,22,27401.73,602838.06,9.35,99,187,0,21,Credit Card,992
1554,42.0,Delhi,New,Books,18,43222.67,778008.06,25.65,272,130,0,7,Credit Card,784
1555,33.0,Pune,New,Furniture,12,41605.57,499266.84,13.77,69,120,19,11,Credit Card,1409
1556,62.0,Bangalore,Premium,Clothing,44,32134.52,1413918.88,49.66,150,62,6,13,Debit Card,1596
1557,70.0,Bangalore,Regular,Books,34,13257.0,450738.0,15.75,363,32,12,14,Credit Card,1680
1558,24.0,Chennai,Premium,Sports,39,25545.48,897382.98,23.32,64,140,1,38,Debit Card,523
1559,55.0,Chennai,Inactive,Sports,13,25545.48,323475.88,6.74,330,83,7,0,Upi,1780
1560,20.0,Chennai,Premium,Books,40,38187.0,1527480.0,24.83,168,100,3,29,Net Banking,1787
1561,44.0,Pune,New,Electronics,1,45619.79,45619.79,10.44,14,8,18,0,Upi,1624
1562,44.0,Chennai,New,Electronics,39,26431.55,1030830.45,0.66,353,97,10,30,Cash,1469
1563,49.0,Delhi,Regular,Books,39,6425.2,250582.8,36.24,213,1,19,13,Upi,783
1564,57.0,Bangalore,Premium,Electronics,5,15905.78,79528.9,3.55,64,135,20,4,Debit Card,252
1565,52.0,Delhi,Regular,Clothing,26,26729.48,694966.48,17.15,14,151,4,24,Upi,428
1566,28.0,Mumbai,Regular,Furniture,39,25539.7,996048.3,3.68,232,71,10,21,Upi,187
1567,23.0,Delhi,Premium,Sports,48,42935.23,2060891.04,14.7,267,138,13,47,Credit Card,1728
1568,41.0,Chennai,Regular,Clothing,32,46811.82,1497978.24,21.43,24,133,3,7,Credit Card,903
1569,67.0,Chennai,Premium,Clothing,4,26252.7,105010.8,10.16,200,102,19,0,Credit Card,821
1570,27.0,Unknown,Premium,Groceries,48,11036.25,529740.0,47.64,112,66,10,22,Credit Card,1704
1571,45.0,Kolkata,New,Electronics,28,28816.05,806849.4,24.27,249,109,17,20,Credit Card,1302
1572,31.0,Kolkata,Regular,Clothing,48,48174.89,2312394.72,5.79,156,142,0,33,Net Banking,1627
1573,30.0,Bangalore,Regular,Clothing,31,43210.27,1339518.37,45.64,271,35,13,2,Debit Card,508
1574,59.0,Bangalore,Inactive,Sports,8,3143.32,25146.56,33.35,232,177,0,0,Net Banking,784
1575,54.0,Pune,Premium,Books,19,14645.34,278261.46,9.09,9,183,14,8,Cash,1683
1576,28.0,Bangalore,Inactive,Sports,37,31376.89,1160944.93,31.3,320,147,12,18,Net Banking,1344
1577,56.0,Hyderabad,Premium,Furniture,19,7686.46,146042.74,39.18,297,99,20,18,Debit Card,330
1578,39.0,Pune,Premium,Clothing,2,38728.83,77457.66,44.37,292,159,6,0,Debit Card,251
1579,29.0,Delhi,Regular,Books,10,38925.3,389253.0,21.49,289,144,1,6,Cash,1462
1580,19.0,Pune,New,Electronics,26,32191.85,836988.1,22.86,214,8,20,14,Credit Card,1564
1581,31.0,Delhi,New,Sports,15,26239.69,393595.35,11.02,344,170,19,11,Cash,529
1582,51.0,Mumbai,Inactive,Furniture,49,1366.21,66944.29,40.94,146,1,11,26,Cash,271
1583,27.0,Pune,Inactive,Groceries,22,1982.02,43604.44,40.23,76,104,18,11,Net Banking,1415
1584,27.0,Hyderabad,Inactive,Clothing,6,39288.24,235729.44,19.12,194,89,13,5,Credit Card,1728
1585,31.0,Chennai,New,Groceries,28,5363.51,150178.28,41.53,75,197,6,25,Net Banking,672
1586,54.0,Bangalore,Premium,Clothing,13,38972.32,506640.16,19.93,77,62,18,12,Debit Card,1770
1587,50.0,Delhi,Inactive,Electronics,2,41710.23,83420.46,8.21,115,1,0,2,Net Banking,919
1588,56.0,Bangalore,New,Electronics,4,6280.81,25123.24,48.98,199,129,6,0,Credit Card,1398
1589,30.0,Bangalore,Premium,Electronics,5,19071.98,95359.9,2.8,332,72,2,2,Cash,1272
1590,22.0,Bangalore,Premium,Groceries,27,38795.89,1047489.03,43.14,268,51,18,14,Cash,872
1591,58.0,Mumbai,Premium,Sports,24,11415.28,273966.72,13.99,9,127,14,14,Cash,606
1592,43.0,Mumbai,Premium,Sports,29,44329.06,1285542.74,36.3,211,172,4,19,Credit Card,735
1593,19.0,Pune,Premium,Sports,32,36386.91,1164381.12,41.3,197,13,5,4,Debit Card,76
1594,43.0,Unknown,Inactive,Furniture,17,3824.33,65013.61,9.76,104,117,7,2,Credit Card,673
1595,40.0,Mumbai,Regular,Groceries,26,5881.31,152914.06,27.23,41,119,0,6,Credit Card,1418
1596,24.0,Chennai,Inactive,Electronics,1,19301.56,19301.56,10.94,217,61,16,1,Credit Card,987
1597,49.0,Pune,Inactive,Groceries,25,6502.58,162564.5,10.91,39,171,17,9,Debit Card,571
1598,55.0,Chennai,Premium,Books,38,16489.62,626605.56,7.04,203,76,16,2,Credit Card,913
1599,35.0,Delhi,Premium,Clothing,29,10642.07,308620.03,12.51,53,102,15,17,Credit Card,320
1600,47.0,Kolkata,Inactive,Furniture,11,25545.48,503810.34,3.76,83,164,2,7,Cash,1128
1601,70.0,Mumbai,Premium,Sports,13,13424.37,174516.81,46.53,215,44,18,8,Upi,1534
1602,49.0,Hyderabad,Regular,Books,28,43395.88,1215084.64,11.58,277,63,3,27,Net Banking,392
